taxonkey	ISO2	ISO3
9177060	HU	HUN
9177060	NL	NLD
9177060	NO	NOR
9177060	PL	POL
9177060	RO	ROU
9177060	SE	SWE
9177060	TR	TUR
9177060	UA	UKR
2855719	AT	AUT
2855719	BG	BGR
2855719	BY	BLR
2855719	CH	CHE
2855719	CN	CHN
2855719	DE	DEU
2855719	ES	ESP
2855719	EE	EST
2855719	FR	FRA
2855719	HU	HUN
2855719	IT	ITA
2855719	KZ	KAZ
2855719	LT	LTU
2855719	LV	LVA
2855719	MN	MNG
2855719	PL	POL
2855719	RO	ROU
2855719	RU	RUS
2855719	UA	UKR
2857616	AL	ALB
2857616	AT	AUT
2857616	BE	BEL
2857616	BG	BGR
2857616	BY	BLR
2857616	CH	CHE
2857616	CY	CYP
2857616	DE	DEU
2857616	DZ	DZA
2857616	EG	EGY
2857616	ES	ESP
2857616	FR	FRA
2857616	GB	GBR
2857616	GR	GRC
2857616	HU	HUN
2857616	IT	ITA
2857616	LB	LBN
2857616	MA	MAR
2857616	PT	PRT
2857616	RO	ROU
2857616	SY	SYR
2857616	TN	TUN
2857616	TR	TUR
2857616	UA	UKR
2856593	AF	AFG
2856593	KG	KGZ
2856593	PK	PAK
2856593	TJ	TJK
2856593	UZ	UZB
2856337	IN	IND
2856301	CA	CAN
2856301	US	USA
2856457	DZ	DZA
2856457	ES	ESP
2856457	FR	FRA
2856457	IT	ITA
2856457	MA	MAR
2856457	TN	TUN
2856540	IL	ISR
2856540	LB	LBN
2856540	TR	TUR
2856297	CN	CHN
2857829	US	USA
2857601	AM	ARM
2857601	AT	AUT
2857601	AZ	AZE
2857601	BE	BEL
2857601	BG	BGR
2857601	CH	CHE
2857601	DE	DEU
2857601	DK	DNK
2857601	ES	ESP
2857601	FI	FIN
2857601	FR	FRA
2857601	GB	GBR
2857601	GE	GEO
2857601	GR	GRC
2857601	HU	HUN
2857601	IE	IRL
2857601	IT	ITA
2857601	NL	NLD
2857601	NO	NOR
2857601	PL	POL
2857601	RO	ROU
2857601	SE	SWE
2857601	TR	TUR
2857601	UA	UKR
2857382	CA	CAN
2857382	US	USA
2857305	IR	IRN
2857305	TM	TKM
2857132	AT	AUT
2857132	BG	BGR
2857132	CH	CHE
2857132	CN	CHN
2857132	CZ	CZE
2857132	DE	DEU
2857132	ES	ESP
2857132	FR	FRA
2857132	HU	HUN
2857132	IN	IND
2857132	IT	ITA
2857132	JP	JPN
2857132	KZ	KAZ
2857132	MN	MNG
2857132	NP	NPL
2857132	PL	POL
2857132	PT	PRT
2857132	RO	ROU
2857132	RU	RUS
2857132	SK	SVK
2857132	US	USA
7792960	AL	ALB
7792960	AM	ARM
7792960	AT	AUT
7792960	AZ	AZE
7792960	BE	BEL
7792960	BG	BGR
7792960	CH	CHE
7792960	DE	DEU
7792960	DK	DNK
7792960	DZ	DZA
7792960	ES	ESP
7792960	FI	FIN
7792960	FR	FRA
7792960	GB	GBR
7792960	GR	GRC
7792960	HU	HUN
7792960	IE	IRL
7792960	IT	ITA
7792960	LB	LBN
7792960	MA	MAR
7792960	NL	NLD
7792960	NO	NOR
7792960	PL	POL
7792960	PT	PRT
7792960	RO	ROU
7792960	SE	SWE
7792960	SY	SYR
7792960	TR	TUR
7792960	UA	UKR
5577818	BD	BGD
5577818	CN	CHN
5577818	IN	IND
5577818	LK	LKA
5577818	MM	MMR
7264964	AR	ARG
7264964	BO	BOL
7264964	BR	BRA
7264964	GF	GUF
7264964	GY	GUY
7264964	PY	PRY
7264964	UY	URY
2703273	AU	AUS
2703273	BW	BWA
2703273	CN	CHN
2703273	CM	CMR
2703273	ET	ETH
2703273	IN	IND
2703273	KE	KEN
2703273	LK	LKA
2703273	MM	MMR
2703273	MZ	MOZ
2703273	MW	MWI
2703273	MY	MYS
2703273	NA	NAM
2703273	NG	NGA
2703273	SD	SDN
2703273	SG	SGP
2703273	SO	SOM
2703273	TH	THA
2703273	TZ	TZA
2703273	UG	UGA
2703273	ZM	ZMB
2703273	ZW	ZWE
4109235	AU	AUS
4109235	BJ	BEN
4109235	CN	CHN
4109235	CM	CMR
4109235	ET	ETH
4109235	GH	GHA
4109235	GN	GIN
4109235	ID	IDN
4109235	IN	IND
4109235	KE	KEN
4109235	LK	LKA
4109235	LS	LSO
4109235	MM	MMR
4109235	MZ	MOZ
4109235	MW	MWI
4109235	NG	NGA
4109235	PH	PHL
4109235	SN	SEN
4109235	SL	SLE
4109235	SZ	SWZ
4109235	TH	THA
4109235	TW	TWN
4109235	TZ	TZA
4109235	UG	UGA
4109235	ZA	ZAF
4109235	CD	COD
4109235	ZM	ZMB
4109235	ZW	ZWE
3996070	AU	AUS
7226594	AR	ARG
7226594	BO	BOL
7226594	CO	COL
7226594	EC	ECU
7226594	PE	PER
7226594	VE	VEN
2876607	AL	ALB
2876607	FR	FRA
2876607	IT	ITA
2876213	AL	ALB
2876213	AT	AUT
2876213	BE	BEL
2876213	BG	BGR
2876213	BA	BIH
2876213	BY	BLR
2876213	CH	CHE
2876213	CZ	CZE
2876213	DE	DEU
2876213	DK	DNK
2876213	DZ	DZA
2876213	ES	ESP
2876213	FI	FIN
2876213	FR	FRA
2876213	GB	GBR
2876213	GR	GRC
2876213	HR	HRV
2876213	HU	HUN
2876213	IE	IRL
2876213	IR	IRN
2876213	IT	ITA
2876213	KZ	KAZ
2876213	MA	MAR
2876213	MK	MKD
2876213	ME	MNE
2876213	NL	NLD
2876213	NO	NOR
2876213	PL	POL
2876213	PT	PRT
2876213	RO	ROU
2876213	RS	SRB
2876213	SK	SVK
2876213	SI	SVN
2876213	SE	SWE
2876213	TN	TUN
2876213	TR	TUR
2876213	UA	UKR
2876105	CN	CHN
2876105	JP	JPN
2876105	RU	RUS
7226596	AL	ALB
7226596	AM	ARM
7226596	AT	AUT
7226596	AZ	AZE
7226596	BG	BGR
7226596	BA	BIH
7226596	BY	BLR
7226596	CH	CHE
7226596	CZ	CZE
7226596	DE	DEU
7226596	EE	EST
7226596	FI	FIN
7226596	FR	FRA
7226596	GE	GEO
7226596	HR	HRV
7226596	HU	HUN
7226596	IT	ITA
7226596	LT	LTU
7226596	LV	LVA
7226596	MK	MKD
7226596	ME	MNE
7226596	NO	NOR
7226596	PL	POL
7226596	RO	ROU
7226596	RU	RUS
7226596	RS	SRB
7226596	SK	SVK
7226596	SI	SVN
7226596	SE	SWE
7226596	TR	TUR
7226596	UA	UKR
2876469	CA	CAN
2876469	US	USA
2876460	CA	CAN
2876460	US	USA
2876196	CN	CHN
2876196	JP	JPN
2876196	RU	RUS
2876196	TW	TWN
2876167	GT	GTM
2876167	MX	MEX
2876187	BD	BGD
2876187	BT	BTN
2876187	CN	CHN
2876187	IN	IND
2876187	MM	MMR
2876187	NP	NPL
2876187	TH	THA
2876187	VN	VNM
2876550	IN	IND
2876550	NP	NPL
2876176	CA	CAN
2876176	US	USA
2876528	CA	CAN
2876528	US	USA
2876563	AZ	AZE
2876563	IR	IRN
2876280	AT	AUT
2876280	BG	BGR
2876280	BA	BIH
2876280	CA	CAN
2876280	CH	CHE
2876280	CZ	CZE
2876280	DE	DEU
2876280	FR	FRA
2876280	GL	GRL
2876280	HU	HUN
2876280	IT	ITA
2876280	JP	JPN
2876280	MK	MKD
2876280	MN	MNG
2876280	PL	POL
2876280	RO	ROU
2876280	RU	RUS
2876280	RS	SRB
2876280	SI	SVN
2876280	UA	UKR
2876280	US	USA
2876280	AT	AUT
2876280	BG	BGR
2876280	BA	BIH
2876280	CH	CHE
2876280	CZ	CZE
2876280	DE	DEU
2876280	FR	FRA
2876280	HU	HUN
2876280	IT	ITA
2876280	MK	MKD
2876280	PL	POL
2876280	RO	ROU
2876280	RS	SRB
2876280	SI	SVN
2876280	UA	UKR
5329896	ID	IDN
5329963	PH	PHL
5329867	BD	BGD
5329867	CN	CHN
5329867	IN	IND
5329867	LA	LAO
5329867	LK	LKA
5329867	MM	MMR
5329867	NP	NPL
5329867	TW	TWN
5329867	VN	VNM
5329958	MY	MYS
5329978	BN	BRN
5329978	CN	CHN
5329978	ID	IDN
5329978	LA	LAO
5329978	MY	MYS
5329978	SG	SGP
5329978	TH	THA
5329978	VN	VNM
5329904	AU	AUS
5329904	ID	IDN
5329904	MY	MYS
5329904	PH	PHL
5329904	SB	SLB
5329899	PH	PHL
5329889	CN	CHN
5329889	IN	IND
5329889	JP	JPN
5329889	TW	TWN
5329889	VN	VNM
5329888	PH	PHL
5329946	PH	PHL
2777855	ZA	ZAF
2777537	BW	BWA
2777537	MZ	MOZ
2777537	MW	MWI
2777537	SZ	SWZ
2777537	ZA	ZAF
2777537	ZW	ZWE
2777374	LS	LSO
2777374	ZA	ZAF
2777789	LS	LSO
2777789	ZA	ZAF
2777738	AO	AGO
2777738	BW	BWA
2777738	MZ	MOZ
2777738	NA	NAM
2777738	ZA	ZAF
2777738	ZM	ZMB
2777738	ZW	ZWE
2777430	LS	LSO
2777430	SZ	SWZ
2777430	ZA	ZAF
2777196	YE	YEM
2777273	SZ	SWZ
2777273	ZA	ZAF
2778035	NA	NAM
2778035	ZA	ZAF
2777724	ES	ESP
7869713	BO	BOL
7869713	CL	CHL
7869713	CO	COL
7869713	CR	CRI
7869713	EC	ECU
7869713	PE	PER
5290083	AF	AFG
5290083	AM	ARM
5290083	AT	AUT
5290083	AZ	AZE
5290083	BE	BEL
5290083	BG	BGR
5290083	BY	BLR
5290083	CA	CAN
5290083	CH	CHE
5290083	CN	CHN
5290083	CZ	CZE
5290083	DE	DEU
5290083	DK	DNK
5290083	DZ	DZA
5290083	ES	ESP
5290083	EE	EST
5290083	FI	FIN
5290083	FR	FRA
5290083	GB	GBR
5290083	GE	GEO
5290083	GR	GRC
5290083	GL	GRL
5290083	HR	HRV
5290083	HU	HUN
5290083	IS	ISL
5290083	IT	ITA
5290083	JP	JPN
5290083	KZ	KAZ
5290083	KG	KGZ
5290083	LT	LTU
5290083	MA	MAR
5290083	MD	MDA
5290083	MN	MNG
5290083	NL	NLD
5290083	NO	NOR
5290083	PK	PAK
5290083	PL	POL
5290083	PT	PRT
5290083	RO	ROU
5290083	RU	RUS
5290083	RS	SRB
5290083	SK	SVK
5290083	SI	SVN
5290083	SE	SWE
5290083	TJ	TJK
5290083	TR	TUR
5290083	UA	UKR
5290083	US	USA
5290087	AF	AFG
5290087	AM	ARM
5290087	AZ	AZE
5290087	BG	BGR
5290087	BY	BLR
5290087	CN	CHN
5290087	DE	DEU
5290087	DK	DNK
5290087	DZ	DZA
5290087	ES	ESP
5290087	EE	EST
5290087	FI	FIN
5290087	FR	FRA
5290087	IN	IND
5290087	IR	IRN
5290087	IQ	IRQ
5290087	IL	ISR
5290087	IT	ITA
5290087	JO	JOR
5290087	KZ	KAZ
5290087	KG	KGZ
5290087	LB	LBN
5290087	LT	LTU
5290087	LV	LVA
5290087	MA	MAR
5290087	MD	MDA
5290087	MN	MNG
5290087	NO	NOR
5290087	PK	PAK
5290087	PL	POL
5290087	PT	PRT
5290087	RO	ROU
5290087	RU	RUS
5290087	RS	SRB
5290087	SE	SWE
5290087	SY	SYR
5290087	TJ	TJK
5290087	TM	TKM
5290087	TR	TUR
5290087	UA	UKR
5290087	UZ	UZB
5290090	AT	AUT
5290090	BE	BEL
5290090	BG	BGR
5290090	BY	BLR
5290090	CA	CAN
5290090	CH	CHE
5290090	CZ	CZE
5290090	DE	DEU
5290090	DK	DNK
5290090	ES	ESP
5290090	EE	EST
5290090	FI	FIN
5290090	FR	FRA
5290090	FO	FRO
5290090	GB	GBR
5290090	GL	GRL
5290090	HR	HRV
5290090	HU	HUN
5290090	IN	IND
5290090	IE	IRL
5290090	IS	ISL
5290090	IT	ITA
5290090	LT	LTU
5290090	MD	MDA
5290090	NL	NLD
5290090	NO	NOR
5290090	NP	NPL
5290090	PL	POL
5290090	PT	PRT
5290090	RO	ROU
5290090	RS	SRB
5290090	SK	SVK
5290090	SI	SVN
5290090	SE	SWE
5290090	TR	TUR
5290090	UA	UKR
5290090	US	USA
5672215	CN	CHN
5672215	JP	JPN
5290097	AF	AFG
5290097	AL	ALB
5290097	AM	ARM
5290097	AZ	AZE
5290097	BE	BEL
5290097	BG	BGR
5290097	CY	CYP
5290097	DE	DEU
5290097	DZ	DZA
5290097	EG	EGY
5290097	ES	ESP
5290097	FR	FRA
5290097	GB	GBR
5290097	GE	GEO
5290097	GR	GRC
5290097	HR	HRV
5290097	IN	IND
5290097	IR	IRN
5290097	IQ	IRQ
5290097	IL	ISR
5290097	IT	ITA
5290097	JO	JOR
5290097	LB	LBN
5290097	LY	LBY
5290097	NL	NLD
5290097	PK	PAK
5290097	PT	PRT
5290097	RO	ROU
5290097	RU	RUS
5290097	SY	SYR
5290097	TM	TKM
5290097	TN	TUN
5290097	TR	TUR
5290097	UA	UKR
5290097	UZ	UZB
5290081	AF	AFG
5290081	AL	ALB
5290081	AT	AUT
5290081	BE	BEL
5290081	BG	BGR
5290081	BY	BLR
5290081	CH	CHE
5290081	CN	CHN
5290081	CZ	CZE
5290081	DE	DEU
5290081	DK	DNK
5290081	ES	ESP
5290081	EE	EST
5290081	FI	FIN
5290081	FR	FRA
5290081	GB	GBR
5290081	GE	GEO
5290081	GR	GRC
5290081	HR	HRV
5290081	HU	HUN
5290081	IE	IRL
5290081	IR	IRN
5290081	IT	ITA
5290081	KZ	KAZ
5290081	KG	KGZ
5290081	LT	LTU
5290081	LV	LVA
5290081	MD	MDA
5290081	MN	MNG
5290081	NL	NLD
5290081	NO	NOR
5290081	PL	POL
5290081	RO	ROU
5290081	RS	SRB
5290081	SK	SVK
5290081	SI	SVN
5290081	SE	SWE
5290081	TJ	TJK
5290081	TR	TUR
5290081	UA	UKR
5290081	UZ	UZB
5290073	AL	ALB
5290073	BE	BEL
5290073	BG	BGR
5290073	CH	CHE
5290073	DE	DEU
5290073	ES	ESP
5290073	FR	FRA
5290073	GR	GRC
5290073	HR	HRV
5290073	HU	HUN
5290073	IT	ITA
5290073	LY	LBY
5290073	RS	SRB
5290073	SI	SVN
5290073	TR	TUR
8049140	AR	ARG
5341161	AR	ARG
5341161	MX	MEX
5341161	PY	PRY
5341161	US	USA
3039494	AU	AUS
3039494	ID	IDN
3039494	MY	MYS
3039494	PH	PHL
3039494	PG	PNG
3877387	AU	AUS
3877300	FJ	FJI
3877300	NU	NIU
3877300	PF	PYF
3877300	TO	TON
3877300	VU	VUT
3877300	WF	WLF
3877300	WS	WSM
5302311	BD	BGD
5302311	CN	CHN
5302311	IN	IND
5302311	KH	KHM
5302311	LA	LAO
5302311	MM	MMR
5302311	MY	MYS
5302311	TH	THA
5302311	VN	VNM
5302225	CN	CHN
5302225	ID	IDN
5302225	IN	IND
5302225	MM	MMR
5302225	MY	MYS
5302225	PH	PHL
5302225	SG	SGP
5302225	TH	THA
5302225	TW	TWN
5302225	VN	VNM
5301973	CN	CHN
5301973	VN	VNM
5302164	CN	CHN
5302164	VN	VNM
5302216	ID	IDN
5302216	LA	LAO
5302216	MY	MYS
5302216	SG	SGP
5302216	TH	THA
5302041	BT	BTN
5302041	CN	CHN
5302041	IN	IND
5302041	LA	LAO
5302041	LK	LKA
5302041	TH	THA
5302199	CN	CHN
5302068	CN	CHN
5301960	NC	NCL
5301960	PG	PNG
5301960	SB	SLB
5301960	VU	VUT
5301979	CN	CHN
5301979	IN	IND
5301979	JP	JPN
5301979	KH	KHM
5301979	LA	LAO
5301979	MM	MMR
5301979	MY	MYS
5301979	TH	THA
5301979	VN	VNM
5535583	AU	AUS
5535583	ID	IDN
5535583	PG	PNG
5535765	BN	BRN
5535765	ID	IDN
5535765	MY	MYS
5535765	SG	SGP
5535765	TH	THA
5535759	AO	AGO
5535759	BJ	BEN
5535759	CF	CAF
5535759	CI	CIV
5535759	CM	CMR
5535759	CG	COG
5535759	ET	ETH
5535759	GA	GAB
5535759	GH	GHA
5535759	GN	GIN
5535759	GM	GMB
5535759	GW	GNB
5535759	GQ	GNQ
5535759	NG	NGA
5535759	SD	SDN
5535759	SN	SEN
5535759	SL	SLE
5535759	TG	TGO
5535759	TZ	TZA
5535759	UG	UGA
5535759	CD	COD
5535748	AO	AGO
5535748	CF	CAF
5535748	CM	CMR
5535748	CG	COG
5535748	GA	GAB
5535748	GQ	GNQ
5535748	NG	NGA
5535748	CD	COD
7763937	AU	AUS
5414411	ID	IDN
5414411	IN	IND
5414411	KH	KHM
5414411	LK	LKA
5414411	MY	MYS
5414411	PH	PHL
5414411	PG	PNG
5414411	SG	SGP
5414411	TH	THA
5414411	VN	VNM
5535581	BN	BRN
5535581	ID	IDN
5535581	MY	MYS
5535581	SG	SGP
5414410	AU	AUS
5414410	BD	BGD
5414410	BT	BTN
5414410	CN	CHN
5414410	ID	IDN
5414410	IN	IND
5414410	KH	KHM
5414410	LA	LAO
5414410	LK	LKA
5414410	MM	MMR
5414410	MY	MYS
5414410	NP	NPL
5414410	PK	PAK
5414410	PH	PHL
5414410	PG	PNG
5414410	SB	SLB
5414410	TH	THA
5414410	VN	VNM
5535557	ID	IDN
5535557	KH	KHM
5535557	MM	MMR
5535557	MY	MYS
5535557	PG	PNG
5535557	SG	SGP
5535557	TH	THA
5535557	VN	VNM
7316743	AU	AUS
7316743	ID	IDN
7316743	PH	PHL
7316743	PG	PNG
7316743	SB	SLB
2753786	AR	ARG
2753786	CL	CHL
2753669	BR	BRA
2753717	BR	BRA
2753676	CL	CHL
2753675	BR	BRA
2753895	AR	ARG
2753895	BR	BRA
2753895	PY	PRY
2753895	UY	URY
2753719	CL	CHL
7227521	CL	CHL
7227521	PE	PER
2753779	CL	CHL
7227522	CL	CHL
2753724	CL	CHL
2753743	AR	ARG
2753743	BR	BRA
2753743	PY	PRY
2753768	CL	CHL
2753925	BR	BRA
2753733	CL	CHL
7606014	AU	AUS
3084934	BZ	BLZ
3084934	BR	BRA
3084934	BB	BRB
3084934	CO	COL
3084934	DM	DMA
3084934	EC	ECU
3084934	GP	GLP
3084934	GD	GRD
3084934	GT	GTM
3084934	GF	GUF
3084934	GY	GUY
3084934	LC	LCA
3084934	MX	MEX
3084934	MS	MSR
3084934	MQ	MTQ
3084934	NI	NIC
3084934	PE	PER
3084934	SR	SUR
3084934	VC	VCT
3084934	VE	VEN
3084958	AI	AIA
3084958	AN	ANT
3084958	AR	ARG
3084958	AG	ATG
3084958	BS	BHS
3084958	BZ	BLZ
3084958	BO	BOL
3084958	BB	BRB
3084958	CO	COL
3084958	CR	CRI
3084958	CU	CUB
3084958	DO	DOM
3084958	EC	ECU
3084958	GP	GLP
3084958	GT	GTM
3084958	HT	HTI
3084958	JM	JAM
3084958	MX	MEX
3084958	MQ	MTQ
3084958	PE	PER
3084958	PR	PRI
3084958	VC	VCT
3084958	VE	VEN
3084958	VI	VIR
7655198	AU	AUS
3084969	BO	BOL
3084969	BR	BRA
3084969	BB	BRB
3084969	CO	COL
3084969	CU	CUB
3084969	DM	DMA
3084969	DO	DOM
3084969	GP	GLP
3084969	GD	GRD
3084969	GF	GUF
3084969	GY	GUY
3084969	HT	HTI
3084969	JM	JAM
3084969	LC	LCA
3084969	MQ	MTQ
3084969	PA	PAN
3084969	PR	PRI
3084969	PY	PRY
3084969	SR	SUR
3084969	TT	TTO
3084969	VC	VCT
3084969	VE	VEN
7898455	AU	AUS
7323675	AU	AUS
3084923	AR	ARG
3084923	BO	BOL
3084923	BR	BRA
3084923	GF	GUF
3084923	GY	GUY
3084923	PE	PER
3084923	PY	PRY
3084923	SR	SUR
3084923	UY	URY
3084923	VE	VEN
3084949	BR	BRA
3084949	EC	ECU
3084949	PE	PER
3084949	VE	VEN
3084939	BT	BTN
3084939	CN	CHN
3084939	ID	IDN
3084939	IN	IND
3084939	KH	KHM
3084939	LA	LAO
3084939	MM	MMR
3084939	MY	MYS
3084939	NP	NPL
3084939	PH	PHL
3084939	TH	THA
3084939	TW	TWN
3084939	VN	VNM
3152520	AF	AFG
3152520	AL	ALB
3152520	AM	ARM
3152520	AT	AUT
3152520	AZ	AZE
3152520	BE	BEL
3152520	BG	BGR
3152520	CN	CHN
3152520	CZ	CZE
3152520	DE	DEU
3152520	DK	DNK
3152520	DZ	DZA
3152520	ES	ESP
3152520	FR	FRA
3152520	GB	GBR
3152520	GE	GEO
3152520	GR	GRC
3152520	HR	HRV
3152520	HU	HUN
3152520	IR	IRN
3152520	IQ	IRQ
3152520	IL	ISR
3152520	IT	ITA
3152520	KZ	KAZ
3152520	KG	KGZ
3152520	LB	LBN
3152520	MD	MDA
3152520	NL	NLD
3152520	PK	PAK
3152520	PL	POL
3152520	PT	PRT
3152520	RO	ROU
3152520	SK	SVK
3152520	SY	SYR
3152520	TJ	TJK
3152520	TM	TKM
3152520	TN	TUN
3152520	TR	TUR
3152520	UA	UKR
3152520	UZ	UZB
8571447	CN	CHN
8571447	VN	VNM
3594839	BT	BTN
3594839	CN	CHN
3594839	ID	IDN
3594839	IN	IND
3594839	LA	LAO
3594839	MM	MMR
3594839	MY	MYS
3594839	TH	THA
3594839	VN	VNM
3702484	CN	CHN
3940993	AU	AUS
3940985	AU	AUS
3940939	AU	AUS
2948656	CN	CHN
2948656	ID	IDN
2948656	IN	IND
2948656	LK	LKA
2948656	MM	MMR
2948656	MU	MUS
2948656	MY	MYS
2948656	NP	NPL
2948656	PK	PAK
2948656	PH	PHL
2948656	PG	PNG
2948656	TH	THA
2948656	TW	TWN
2948656	VN	VNM
2948605	AO	AGO
2948605	GA	GAB
2948605	GH	GHA
2948605	ID	IDN
2948605	IN	IND
2948605	JP	JPN
2948605	KE	KEN
2948605	KH	KHM
2948605	LA	LAO
2948605	LK	LKA
2948605	MZ	MOZ
2948605	MU	MUS
2948605	MY	MYS
2948605	NE	NER
2948605	NG	NGA
2948605	OM	OMN
2948605	PK	PAK
2948605	PH	PHL
2948605	PG	PNG
2948605	RE	REU
2948605	RW	RWA
2948605	SD	SDN
2948605	SL	SLE
2948605	ST	STP
2948605	SZ	SWZ
2948605	TG	TGO
2948605	TH	THA
2948605	TW	TWN
2948605	TZ	TZA
2948605	UG	UGA
2948605	VN	VNM
2948605	YE	YEM
2948605	ZA	ZAF
2948605	CD	COD
2948605	ZM	ZMB
2948605	ZW	ZWE
3044906	AL	ALB
3044906	CH	CHE
3044906	ES	ESP
3044906	FR	FRA
3044906	IT	ITA
3044855	AF	AFG
3044855	AL	ALB
3044855	AM	ARM
3044855	AT	AUT
3044855	BE	BEL
3044855	BG	BGR
3044855	BA	BIH
3044855	BY	BLR
3044855	CH	CHE
3044855	CZ	CZE
3044855	DE	DEU
3044855	ES	ESP
3044855	EE	EST
3044855	FR	FRA
3044855	GR	GRC
3044855	HR	HRV
3044855	HU	HUN
3044855	IR	IRN
3044855	IT	ITA
3044855	KZ	KAZ
3044855	KG	KGZ
3044855	LT	LTU
3044855	LV	LVA
3044855	MA	MAR
3044855	MD	MDA
3044855	MK	MKD
3044855	ME	MNE
3044855	NL	NLD
3044855	PL	POL
3044855	PT	PRT
3044855	RO	ROU
3044855	RU	RUS
3044855	RS	SRB
3044855	SK	SVK
3044855	SI	SVN
3044855	TJ	TJK
3044855	TM	TKM
3044855	UA	UKR
3044855	UZ	UZB
3045063	IT	ITA
3045014	TR	TUR
3044743	AF	AFG
3044743	AL	ALB
3044743	AM	ARM
3044743	AT	AUT
3044743	BG	BGR
3044743	BY	BLR
3044743	CN	CHN
3044743	EG	EGY
3044743	EE	EST
3044743	GE	GEO
3044743	GR	GRC
3044743	HR	HRV
3044743	HU	HUN
3044743	IN	IND
3044743	IR	IRN
3044743	IQ	IRQ
3044743	KZ	KAZ
3044743	LT	LTU
3044743	LV	LVA
3044743	MD	MDA
3044743	MK	MKD
3044743	PK	PAK
3044743	PL	POL
3044743	RO	ROU
3044743	RU	RUS
3044743	RS	SRB
3044743	SK	SVK
3044743	SY	SYR
3044743	TM	TKM
3044743	TR	TUR
3044743	UA	UKR
3044743	UZ	UZB
3044731	ES	ESP
3044731	FR	FRA
3044731	IT	ITA
3045203	AF	AFG
3045203	AM	ARM
3045203	AZ	AZE
3045203	CN	CHN
3045203	ES	ESP
3045203	IR	IRN
3045203	IQ	IRQ
3045203	IL	ISR
3045203	JO	JOR
3045203	KZ	KAZ
3045203	KG	KGZ
3045203	KW	KWT
3045203	MA	MAR
3045203	MD	MDA
3045203	MK	MKD
3045203	PK	PAK
3045203	RO	ROU
3045203	RU	RUS
3045203	SY	SYR
3045203	TJ	TJK
3045203	TM	TKM
3045203	TR	TUR
3045203	UA	UKR
3045203	UZ	UZB
3044912	AL	ALB
3044912	AT	AUT
3044912	BE	BEL
3044912	BG	BGR
3044912	BA	BIH
3044912	CH	CHE
3044912	CZ	CZE
3044912	DE	DEU
3044912	ES	ESP
3044912	EE	EST
3044912	FR	FRA
3044912	GR	GRC
3044912	HR	HRV
3044912	HU	HUN
3044912	IT	ITA
3044912	LT	LTU
3044912	LV	LVA
3044912	MD	MDA
3044912	MK	MKD
3044912	ME	MNE
3044912	PL	POL
3044912	RO	ROU
3044912	RS	SRB
3044912	SK	SVK
3044912	SI	SVN
3044912	UA	UKR
3045111	AL	ALB
3045111	AM	ARM
3045111	AZ	AZE
3045111	BG	BGR
3045111	BA	BIH
3045111	GE	GEO
3045111	GR	GRC
3045111	MD	MDA
3045111	MK	MKD
3045111	ME	MNE
3045111	RO	ROU
3045111	RS	SRB
3045111	TR	TUR
3045111	UA	UKR
3044813	AL	ALB
3044813	AM	ARM
3044813	AT	AUT
3044813	AZ	AZE
3044813	BG	BGR
3044813	GE	GEO
3044813	GR	GRC
3044813	HR	HRV
3044813	IR	IRN
3044813	IT	ITA
3044813	LB	LBN
3044813	MK	MKD
3044813	RO	ROU
3044813	RS	SRB
3044813	SY	SYR
3044813	TR	TUR
3044813	UA	UKR
3045042	AL	ALB
3045042	AM	ARM
3045042	AZ	AZE
3045042	BG	BGR
3045042	BA	BIH
3045042	CN	CHN
3045042	CY	CYP
3045042	DZ	DZA
3045042	EG	EGY
3045042	ES	ESP
3045042	EE	EST
3045042	FR	FRA
3045042	GE	GEO
3045042	GR	GRC
3045042	HR	HRV
3045042	IR	IRN
3045042	IQ	IRQ
3045042	IL	ISR
3045042	IT	ITA
3045042	JO	JOR
3045042	LB	LBN
3045042	LY	LBY
3045042	LV	LVA
3045042	MA	MAR
3045042	MD	MDA
3045042	MK	MKD
3045042	ME	MNE
3045042	PT	PRT
3045042	RO	ROU
3045042	SY	SYR
3045042	TM	TKM
3045042	TN	TUN
3045042	TR	TUR
3045042	UA	UKR
7316726	AU	AUS
7317370	AU	AUS
3621276	CN	CHN
3621276	TW	TWN
3621276	VN	VNM
5299303	CN	CHN
5299303	JP	JPN
7905507	CA	CAN
7905507	US	USA
5384395	CA	CAN
5384395	US	USA
8911082	AL	ALB
8911082	AT	AUT
8911082	BG	BGR
8911082	CN	CHN
8911082	DZ	DZA
8911082	EG	EGY
8911082	ES	ESP
8911082	FR	FRA
8911082	GR	GRC
8911082	HR	HRV
8911082	HU	HUN
8911082	ID	IDN
8911082	IN	IND
8911082	IR	IRN
8911082	IT	ITA
8911082	JP	JPN
8911082	KE	KEN
8911082	LA	LAO
8911082	LY	LBY
8911082	LK	LKA
8911082	MA	MAR
8911082	MK	MKD
8911082	MW	MWI
8911082	NP	NPL
8911082	PK	PAK
8911082	PT	PRT
8911082	RS	SRB
8911082	SI	SVN
8911082	TM	TKM
8911082	TN	TUN
8911082	TR	TUR
8911082	TW	TWN
8911082	TZ	TZA
8911082	UG	UGA
8911082	VN	VNM
7323358	AL	ALB
7323358	AT	AUT
7323358	BG	BGR
7323358	DZ	DZA
7323358	EG	EGY
7323358	ES	ESP
7323358	FR	FRA
7323358	GR	GRC
7323358	HR	HRV
7323358	HU	HUN
7323358	IR	IRN
7323358	IT	ITA
7323358	KE	KEN
